kanjiName,longKanaName,shortKanaName,longRomajiName,shortRomajiName,japaneseDescription,GP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts
山梨 不二夫,やまなし ふじお,やまなし,Yamanashi Fujio,Yamanashi,[高/たか]いところが[大好/だいす]きで[山/やま][登/のぼ]りが１[番/ばん]の[趣味/しゅみ]。,255,255,84,84,84,84,84,84,84
髪切 徹也,かみきり てつや,かみきり,Kamikiri Tetsuya,Kamikiri,カリスマ[美容師/びようし]をめざしていて[人/ひと]の[髪/かみ]をみていると　[切/き]りたくなる。,210,210,69,69,69,69,69,69,69
坂上 幹生,さかがみ みきお,みきお,Sakagami Mikio,Mikio,いつも[寝袋/ねぶくろ]を[持/も]ち[歩/ある]いていてすぐにゴロ[寝/ね]してしまう。,300,225,99,99,69,79,69,99,79
伊達 竜,だて りゅう,だて,Date Ryuu,Date,チャンスがあれば[中学/ちゅうがく]テニスのＮＯ１になろうと[狙/ねら]っていた。,240,240,79,74,79,69,99,79,74
音下 重樹,おとした しげき,おとした,Otoshita Shigeki,Otoshita,[落/お]とし[穴/あな]をよくしかけているが　[場所/ばしょ]をおぼえきれずに[自分/じぶん]でひっかかる。,255,255,84,84,84,84,84,84,84
山口 洞,やまぐち ほこら,やまぐち,Yamaguchi Hokora,Yamaguchi,どうくつ[探検/たんけん]が[趣味/しゅみ]。[最近/さいきん]はマンホールにも[進出中/しんしゅつちゅう]。,285,300,79,74,69,79,69,94,99
香川 明央,かがわ あきお,かがわ,Kagawa Akio,Kagawa,うどんが[大好/だいす]きで　[毎日/まいにち]１[杯/ぱい]は[食/た]べないと[力/ちから]が[出/で]ない。,300,225,99,99,69,79,69,99,79
恩田 心太郎,おんだ しんたろう,おんだ,Onda Shintarou,Onda,[女/おんな]の[子/こ]には[義理/ぎり]がたくて　ホワイトデーには　１０[倍/ばい][返/がえ]しでプレゼントをする。,255,255,84,84,84,84,84,84,84
彗星 槙矢,すいせい まきや,すいせい,Suisei Makiya,Suisei,すごいスピードで[走/はし]るので　[砂/すな]けむりが[尾/お]を[引/ひ]くように[見/み]えるんだ。,240,240,79,74,79,69,99,79,74
児田 山彦,こだ やまひこ,やまひこ,Koda Yamahiko,Yamahiko,モノマネが[得意/とくい]。[先生/せんせい][全員/ぜんいん]の[声/こえ]マネができちゃう。,240,240,79,89,99,94,79,79,74
畳田 和夫,たたみだ かずお,たたみだ,Tatamida Kazuo,Tatamida,[和風/わふう]の[家/いえ]が[大好/だいす]きで　[寝/ね]るのはいつもたたみにふとん。,285,300,79,74,69,79,69,94,99
徳川 康夫,とくがわ やすお,とくがわ,Tokugawa Yasuo,Tokugawa,しんぼう[強/づよ]くチャンスを[待/ま]つタイプ。しかし　いざという[時/とき]は[貪欲/どんよく]。,285,300,79,74,69,79,69,94,99
大久 史也,おおひさ ふみや,おおひさ,Oohisa Fumiya,Oohisa,ネットオークションにハマっていていつもケータイで[価格/かかく]をチェック。,255,255,84,84,84,84,84,84,84
埴輪 宇一,はにわ ういち,はにわ,Haniwa Uichi,Haniwa,[顔/かお]つきがのっぺりしていて　[友/とも]だちから「[表情/ひょうじょう]がない」とからかわれる。,240,240,79,74,79,69,99,79,74
弓 すぐる,ゆみ すぐる,ゆみ,Yumi Suguru,Yumi,[視力/しりょく]が３．０で　[他/ほか]の[人/ひと]が[見/み]えない[遠/とお]くのものも　[見/み]つけ[出/だ]す。,240,240,79,89,99,94,79,79,74
山椒 宇城人,さんしょう うきと,さんしょう,Sanshou Ukito,Sanshou,[小/こ]がらだけど　ピリッとした[性格/せいかく]でみんなに[一目/いちもく][置/お]かれている。,240,240,79,74,79,69,99,79,74
久家 君麻呂,くげ きみまろ,くげ,Kuge Kimimaro,Kuge,やんごとなき[血筋/ちすじ]のお[坊/ぼっ]ちゃま。サッカーを「けまり」とよんでいる。,255,255,84,84,84,84,84,84,84
皿山 秀貴,さらやま ひでたか,さらやま,Sarayama Hidetaka,Sarayama,[皿回/さらまわ]しにあこがれ　３００[枚/まい]の[皿/さら]を[割/わ]ってようやくできるようになった。,240,240,79,89,99,94,79,79,74
雨宮 長宏,あまみや ながひろ,あまみや,Amamiya Nagahiro,Amamiya,[彼/かれ]のまわりは　[雨/あめ]の[日/ひ]でなくても　なぜかいつもジメジメしている。,255,255,84,84,84,84,84,84,84
紅 伸樹,くれない のぶき,くれない,Kurenai Nobuki,Kurenai,[紅茶/こうちゃ]が[大好/だいす]きで　[試合/しあい]のあとも[熱/あつ]い[紅茶/こうちゃ]を[飲/の]んでいる。,240,240,79,89,99,94,79,79,74
忍田 歳三,おしだ としぞう,としぞう,Oshida Toshizou,Toshizou,[忍者/にんじゃ]にあこがれていて　あやしげな[忍者/にんじゃ]グッズを[通販/つうはん]で[集/あつ]めている。,240,240,79,74,79,69,99,79,74
柄崎 大吾,つかざき だいご,つかざき,Tsukazaki Daigo,Tsukazaki,チョコが[大好/だいす]きで　いつも[食/た]べている。でもバレンタインデーはきらい。,300,225,99,99,69,79,69,99,79
砂 皇司,まさご こうじ,まさご,Masago Kouji,Masago,ピラミッドが[大好/だいす]きで[何度/なんど]も[家族/かぞく][旅行/りょこう]でエジプトに[行/い]っている。,240,240,79,89,99,94,79,79,74
森 石松,もり いしまつ,いしまつ,Mori Ishimatsu,Ishimatsu,ケンカっ[早/ぱや]くて　おっちょこちょい。だけど　なぜか[憎/にく]めない。,285,300,79,74,69,79,69,94,99
福津 朔也,ふくつ さくや,ふくつ,Fukutsu Sakuya,Fukutsu,[皆勤賞/かいきんしょう]のために　[病気/びょうき]やケガでも[根性/こんじょう]でむりやり[学校/がっこう]にくる。,240,240,79,89,99,94,79,79,74
床尾 宗次,ゆかお そうじ,そうじ,Yukao Souji,Souji,[学校/がっこう]ではそうじの[時間/じかん]がいちばん[好/す]きという[変/か]わり[者/もの]。,255,255,84,84,84,84,84,84,84
陸奥 大吾,むつ だいご,むつ,Mutsu Daigo,Mutsu,[芸人/げいにん]になりたいと[思/おも]っているがオヤジギャグしかできないらしい。,210,210,69,69,69,69,69,69,69
近井 未来,ちかい みき,ちかい,Chikai Miki,Chikai,ＳＦ[研究会/けんきゅうかい]の[部長/ぶちょう]。[今年/ことし]は　ＳＦ[映画/えいが]をとるつもり。,255,255,84,84,84,84,84,84,84
歌田 澄人,うただ すみと,うただ,Utada Sumito,Utada,おじいちゃん[子/こ]だったのでむかしの[歌/うた]しか[知/し]らない。,240,240,79,89,99,94,79,79,74
雪山 岳治,ゆきやま がくじ,ゆきやま,Yukiyama Gakuji,Yukiyama,いつもスポーツドリンクを[持/も]ち[歩/ある]いてバテた[人/ひと]を[助/たす]けてあげている。,255,255,84,84,84,84,84,84,84
猫野 亮太,ねこの りょうた,ねこの,Nekono Ryouta,Nekono,[能力/のうりょく]は[高/たか]いけど　ちょっと[協調/きょうちょう][性/せい]が[足/た]りない[男/おとこ]。,255,255,84,84,84,84,84,84,84
戌井 太郎,いぬい たろう,いぬい,Inui Tarou,Inui,３[度/ど]のメシよりボールを[追/お]いかけるのが[好/す]き。　[投/な]げるとすぐひろってくる。,300,225,99,99,69,79,69,99,79
末野 紅,すえの こう,すえの,Sueno Kou,Sueno,トナカイのような[真/ま]っ[赤/か]な[鼻/はな]。その[原因/げんいん]は[花粉症/かふんしょう]。,240,240,79,89,99,94,79,79,74
海東 衛,かいとう まもる,かいとう,Kaitou Mamoru,Kaitou,[怪盗/かいとう]になりたいが　[犯罪/はんざい]になるのでかわりにサッカーでボールをうばう。,300,225,99,99,69,79,69,99,79
中村 夢千代,なかむら ゆめちよ,ゆめちよ,Nakamura Yumechiyo,Yumechiyo,[演劇/えんげき]のプロ[役者/やくしゃ]。[得意/とくい]の[演技/えんぎ]でフェイントはお[手/て]の[物/もの]？,240,240,79,89,99,94,79,79,74
上杉 謙吾,うえすぎ けんご,うえすぎ,Uesugi Kengo,Uesugi,[正義/せいぎ][感/かん]の[強/つよ]い[硬派/こうは]な[男/おとこ]。[校則/こうそく]でもないのにボウズなのだ。,285,300,79,74,69,79,69,94,99
江古 貴生,えこ たかお,エコ,Eko Takao,Eko,[地球/ちきゅう]の[環境/かんきょう]をいつも[考/かんが]えていて[買/か]い[物袋/ものぶくろ]を[持/も]っている。,255,255,84,84,84,84,84,84,84
土方 歳,ひじかた とし,ひじかた,Hijikata Toshi,Hijikata,リーダー[役/やく]をやらせると　[鬼/おに]のような[規則/きそく]でみんなをまとめ[上/あ]げる。,255,255,84,84,84,84,84,84,84
豊臣 秀紀,とよとみ ひでのり,とよとみ,Toyotomi Hidenori,Toyotomi,[有名/ゆうめい][選手/せんしゅ]からもらったスパイクをお[守/まも]りとして　ふところに[入/い]れている。,240,240,79,74,79,69,99,79,74
平賀 源,ひらが げん,ひらが,Hiraga Gen,Hiraga,[発明/はつめい]が[好/す]きで　[必/かなら]ずシュートが[決/き]まるスパイクの[研究/けんきゅう]をしている。,240,240,79,89,99,94,79,79,74
岩永 鉱介,いわなが こうすけ,いわなが,Iwanaga Kousuke,Iwanaga,その[日/ひ]の[運勢/うんせい]によって[毎日/まいにち][持/も]つラッキーアイテムを[変/か]えているらしい。,240,240,79,74,79,69,99,79,74
白菊 悠人,しらぎく ゆうと,しらぎく,Shiragiku Yuuto,Shiragiku,かわいい[顔/かお]で　アイドル[扱/あつか]いだが[本人/ほんにん]は[男/おとこ]らしくないと[悩/なや]んでいる。,240,240,79,74,79,69,99,79,74
宝田 中,たからだ あたる,あたる,Takarada Ataru,Ataru,けん[賞/しょう]に[応募/おうぼ]するのが[大好/だいす]き。[自動車/じどうしゃ]が[当/あ]たったこともあるらしい！,255,255,84,84,84,84,84,84,84
鍋山 海人,なべやま うみと,なべ,Nabeyama Umito,Nabe,ヘルメット[代/が]わりにナベをかぶっていて[魚/さかな]や[山菜/さんさい]などをナベ[料理/りょうり]にしている。,285,300,79,74,69,79,69,94,99
響 恭一,ひびき きょういち,きょういち,Hibiki Kyouichi,Kyouichi,[少年/しょうねん]シンガーソングライターでサッカーの[歌/うた]を[作/つく]っている。,210,210,69,69,69,69,69,69,69
幸田 大吉,こうだ だいきち,だいきち,Kouda Daikichi,Daikichi,[運動/うんどう]はダメだけど　[運/うん]はすごくいい。チームに[幸運/こううん]を[分/わ]けてくれるかも？,210,210,69,69,69,69,69,69,69
福岡 武雄,ふくおか たけお,ふくおか,Fukuoka Takeo,Fukuoka,サムライにあこがれ　[男/おとこ]らしい[生/い]き[方/かた]を[信条/しんじょう]にしている。,285,300,79,74,69,79,69,94,99
鮫島 嵐人,さめじま らんと,さめじま,Samejima Ranto,Samejima,どんな[固/かた]いものでもバリバリ[食/た]べる[丈夫/じょうぶ]な[歯/は]を[持/も]っている。,300,225,99,99,69,79,69,99,79
尾泉 平介,おいずみ へいすけ,おいずみ,Oizumi Heisuke,Oizumi,[中学生/ちゅうがくせい]なのに[先物/さきもの][取引/とりひき]をやっている。お[父/とう]さんより　かせぐぞ！！,240,240,79,89,99,94,79,79,74
黄金 丸雄,こがね まるお,こがね,Kogane Maruo,Kogane,[花/はな]のミツをなめるのが[好/す]きで[学校/がっこう]の[花/はな]もとってしまう。,300,225,99,99,69,79,69,99,79
飛龍 仁,ひりゅう じん,ひりゅう,Hiryuu Jin,Hiryuu,[目立/めだ]ちたがり[屋/や]で　どんなことでも[人/ひと]より[目立/めだ]とうとする。,240,240,79,89,99,94,79,79,74
寺野 竜,てらの りゅう,てらの,Terano Ryuu,Terano,[新種/しんしゅ]の[恐竜/きょうりゅう]を[発掘/はっくつ]してテラノサウルスと[名付/なづ]けるのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
器島 改太,きじま あらた,きじま,Kijima Arata,Kijima,[将来/しょうらい]は　[合体/がったい]ロボットを[作/つく]る[科学者/かがくしゃ]になりたいと[思/おも]っている。,240,240,79,74,79,69,99,79,74
納屋 粘,なや ねばる,なや,Naya Nebaru,Naya,[納豆/なっとう]のように[粘/ねば]り[強/づよ]い[性格/せいかく]。でもしつこいので　きらわれる[面/めん]も。,285,300,79,74,69,79,69,94,99
形 創,かた はじめ,かた,Kata Hajime,Kata,[美少女/びしょうじょ]フィギュアのプラモが[好/す]き。[今/いま]は　[大/おお]きなプラモを[作/つく]っている。,285,300,79,74,69,79,69,94,99
矢地 伊久夫,やじ いくお,やじ,Yaji Ikuo,Yaji,なんにでも[首/くび]を[突/つ]っ[込/こ]みたがるがあきるのも　すごく[早/はや]いらしい。,240,240,79,74,79,69,99,79,74
汐崎 怜央,しおざき れお,しおざき,Shiozaki Reo,Shiozaki,オーディオマニアで　すこしの[音/おと]の[違/ちが]いにも[敏感/びんかん]に[反応/はんのう]する。,255,255,84,84,84,84,84,84,84
地内 雅彦,ちうち まさひこ,ちうち,Chiuchi Masahiko,Chiuchi,[地震/じしん]を[予知/よち]することができると[言/い]って　ときどき[机/つくえ]の[下/した]にもぐっている。,255,255,84,84,84,84,84,84,84
風切 彰,かざきり しょう,かざきり,Kazakiri Shou,Kazakiri,[風/かぜ]を[受/う]けながら[自転車/じてんしゃ]で[町中/まちなか]を[走/はし]るのが[大好/だいす]き。,240,240,79,74,79,69,99,79,74
赤江 王星,あかえ おうせい,あかえ,Akae Ousei,Akae,[魔除/まよ]けになるといって　いつも[赤/あか]いパンツをはいているらしいぞ。,255,255,84,84,84,84,84,84,84
牧場 羊一,まきば よういち,まきば,Makiba Youichi,Makiba,[羊/ひつじ]のように[超/ちょう][気弱/きよわ]で[女/おんな]の[子/こ]にも[押/お]されっぱなし。,210,210,69,69,69,69,69,69,69
橘花 直弘,きっか なおひろ,きっか,Kikka Naohiro,Kikka,きれいな[石/いし]が[大好/だいす]きで　[休/やす]みの[日/ひ]には[川/かわ]べりに[出/で]かけていく。,255,255,84,84,84,84,84,84,84
水草 陽之,みずくさ はるゆき,みずくさ,Mizukusa Haruyuki,Mizukusa,[熱帯魚/ねったいぎょ]が[好/す]きで　１０[個/こ]も[水/すい]そうをもっているので　[世話/せわ]がたいへん。,210,210,69,69,69,69,69,69,69
安倍 晴昭,あべ はるあき,あべ,Abe Haruaki,Abe,[陰陽道/おんみょうどう]にこっていて　[何/なに]をするにも[占/うらな]って[決/き]める。,255,255,84,84,84,84,84,84,84
恵比寿原 始,えびすはら はじめ,はじめ,Ebisuhara Hajime,Hajime,[彼/かれ]が[父親/ちちおや]のお[店/みせ]を[手/て]つだうと　なぜかその[日/ひ]は[大/だい]はんじょうするらしい。,285,300,79,74,69,79,69,94,99
与木 奏,よぎ そう,よぎ,Yogi Sou,Yogi,なんでもソースをかけて[食/た]べちゃう。ごはんもソースだけで[食/た]べられる。,240,240,79,74,79,69,99,79,74
雲野 久斗,うんの ひさと,うんの,Unno Hisato,Unno,ぼーっと[空/そら]を[見/み]るのが[好/す]き。[雲/くも]の[形/かたち]で　[明日/あした]の[天気/てんき]もわかる。,255,255,84,84,84,84,84,84,84
蝉本 圭輔,せみもと けいすけ,せみもと,Semimoto Keisuke,Semimoto,セミの[抜/ぬ]けがらコレクター。　[机/つくえ]の[中/なか]にビッシリ[抜/ぬ]けがらがつまっている。,255,255,84,84,84,84,84,84,84
